Task_ID,Employee_ID,Project_ID,Task,Time_Taken_Hours,Completion_Date,Name,Team,Role,Project_Name,Client
1038,145,5,Bug Fixing,6,2025-01-12,Mario Brown,Management,Scrum Master,NBC,"Mcclure, Howard and Patterson"
1039,191,5,Bug Fixing,3,2025-02-05,Robert Mckenzie,Data,Data Analyst,NBC,"Mcclure, Howard and Patterson"
1040,182,3,Meeting,5,2025-02-24,Nancy Parsons,Admin,HR,Planted,Clark and Sons
1041,188,2,Security Patching,5,2025-02-19,Michael Kline,Management,Project Manager,Revold World,Martinez-James
1042,152,3,Meeting,8,2025-02-24,Jennifer Stevens,Admin,HR,Planted,Clark and Sons
1043,109,5,Security Patching,4,2025-02-17,Laura Ray,QA,Automation Engineer,NBC,"Mcclure, Howard and Patterson"
1044,156,1,Code Review,8,2025-01-11,Steven Smith,QA,QA Engineer,Sopheon,"Griffith, Williams and Thornton"
1045,45,5,Design Review,11,2025-02-10,Becky Crawford,Dev,Backend Developer,NBC,"Mcclure, Howard and Patterson"
1046,2,4,Code Review,11,2025-02-04,Makayla Conway,Dev,Frontend Developer,SRMG,Conley and Sons
1047,128,1,Database Optimization,12,2025-03-13,David Barrera,Admin,Office Manager,Sopheon,"Griffith, Williams and Thornton"
1048,161,5,Code Review,2,2025-03-16,Brent Wheeler,QA,Test Analyst,NBC,"Mcclure, Howard and Patterson"
1049,58,2,Feature Development,5,2025-01-16,Monique Kennedy,Data,ML Engineer,Revold World,Martinez-James
1050,123,3,UI Enhancement,6,2025-02-28,Deborah Perez,QA,QA Engineer,Planted,Clark and Sons
1051,180,3,Performance Testing,8,2025-01-29,Lynn Obrien,Design,Graphic Designer,Planted,Clark and Sons
1052,85,1,Feature Development,11,2025-03-05,Sean Aguilar,Design,UX Designer,Sopheon,"Griffith, Williams and Thornton"
1053,167,1,UI Enhancement,1,2025-01-15,Allen Williamson,Admin,System Admin,Sopheon,"Griffith, Williams and Thornton"
1054,6,4,UI Enhancement,4,2025-03-06,Toni Wallace,Data,Data Engineer,SRMG,Conley and Sons
1055,65,1,Code Review,4,2025-01-20,Jon Wise,Admin,System Admin,Sopheon,"Griffith, Williams and Thornton"
1056,183,2,Code Review,11,2025-03-27,Amy Nelson,QA,Test Analyst,Revold World,Martinez-James
1057,62,4,Testing,9,2025-03-24,Christian Martinez II,Dev,Backend Developer,SRMG,Conley and Sons
1058,199,2,Performance Testing,5,2025-02-17,Matthew Green,QA,Automation Engineer,Revold World,Martinez-James
1059,30,5,Testing,2,2025-03-16,Dawn Henry,Admin,HR,NBC,"Mcclure, Howard and Patterson"
1060,6,4,Design Review,8,2025-02-06,Toni Wallace,Data,Data Engineer,SRMG,Conley and Sons
1061,7,1,Meeting,1,2025-02-24,Mr. Scott Bowman III,Design,UX Designer,Sopheon,"Griffith, Williams and Thornton"
1062,181,4,Feature Development,5,2025-03-25,Amanda Santana,Dev,Software Engineer,SRMG,Conley and Sons
1063,168,1,Security Patching,2,2025-02-01,Chad Davidson,Dev,Backend Developer,Sopheon,"Griffith, Williams and Thornton"
1064,14,2,Performance Testing,9,2025-01-29,Holly Davidson,Admin,System Admin,Revold World,Martinez-James
1065,67,5,UI Enhancement,1,2025-02-04,Theresa Smith,Design,UI Designer,NBC,"Mcclure, Howard and Patterson"
1066,166,2,Database Optimization,7,2025-02-11,Marissa Pope,Management,Project Manager,Revold World,Martinez-James
1067,111,5,UI Enhancement,9,2025-02-11,Lisa Daniels,Dev,Backend Developer,NBC,"Mcclure, Howard and Patterson"
1068,117,5,Feature Development,4,2025-03-05,Sarah Miller,Data,Data Analyst,NBC,"Mcclure, Howard and Patterson"
1069,55,3,Code Review,11,2025-02-12,Sandra Hall,Management,Product Owner,Planted,Clark and Sons
1070,171,4,Design Review,3,2025-01-13,Nicolas Alvarez,Dev,Backend Developer,SRMG,Conley and Sons
1071,15,5,Meeting,9,2025-02-02,Lisa Cabrera,QA,Automation Engineer,NBC,"Mcclure, Howard and Patterson"
1072,151,2,Performance Testing,9,2025-03-20,David Villanueva,Design,UI Designer,Revold World,Martinez-James
1073,11,3,Database Optimization,7,2025-03-10,Jason Jones,Management,Project Manager,Planted,Clark and Sons
1074,142,3,UI Enhancement,10,2025-02-15,Joshua Alexander,Data,Data Engineer,Planted,Clark and Sons
1075,144,5,Feature Development,4,2025-02-28,Jasmine Jennings,Management,Project Manager,NBC,"Mcclure, Howard and Patterson"
1076,59,3,UI Enhancement,5,2025-02-16,George Hicks,Admin,Office Manager,Planted,Clark and Sons
1077,54,2,Design Review,9,2025-03-23,Jimmy Riley,QA,QA Engineer,Revold World,Martinez-James
1078,132,5,Bug Fixing,4,2025-03-07,Daniel Jones,Dev,Frontend Developer,NBC,"Mcclure, Howard and Patterson"
1079,196,5,Design Review,1,2025-02-27,David Ryan,QA,Automation Engineer,NBC,"Mcclure, Howard and Patterson"
1080,46,5,Meeting,3,2025-03-03,William Rivera,Admin,System Admin,NBC,"Mcclure, Howard and Patterson"
1081,57,3,Feature Development,3,2025-02-16,Eric Smith,Design,UI Designer,Planted,Clark and Sons
1082,55,1,Feature Development,9,2025-03-13,Sandra Hall,Management,Product Owner,Sopheon,"Griffith, Williams and Thornton"
1083,118,3,Database Optimization,12,2025-02-09,Charles Wong,QA,QA Engineer,Planted,Clark and Sons
1084,193,3,Performance Testing,8,2025-01-10,Margaret Hernandez,Dev,Backend Developer,Planted,Clark and Sons
1085,120,2,Meeting,4,2025-02-09,Kimberly Yang,Management,Scrum Master,Revold World,Martinez-James
1086,186,3,Feature Development,4,2025-02-16,Jason Smith,Data,Data Engineer,Planted,Clark and Sons
1087,143,5,Performance Testing,10,2025-02-07,Jordan Gomez,Data,Data Analyst,NBC,"Mcclure, Howard and Patterson"
1088,199,2,Meeting,4,2025-01-15,Matthew Green,QA,Automation Engineer,Revold World,Martinez-James
1089,86,4,Database Optimization,3,2025-02-14,Phillip Wright,Management,Product Owner,SRMG,Conley and Sons
1090,130,4,Testing,4,2025-02-04,Ryan Campbell,Management,Project Manager,SRMG,Conley and Sons
1091,20,4,Feature Development,3,2025-02-08,Melissa Avery,Design,UX Designer,SRMG,Conley and Sons
1092,122,4,Bug Fixing,1,2025-01-07,David Downs,Data,ML Engineer,SRMG,Conley and Sons
1093,140,4,Testing,2,2025-01-03,Mary Graves,QA,Test Analyst,SRMG,Conley and Sons
1094,134,1,Code Review,7,2025-03-02,Joshua Allen,Design,UI Designer,Sopheon,"Griffith, Williams and Thornton"
1095,8,5,Design Review,6,2025-02-08,Shelly Morales,Data,Data Analyst,NBC,"Mcclure, Howard and Patterson"
1096,80,3,Testing,9,2025-03-14,Teresa Conway,Data,Data Engineer,Planted,Clark and Sons
1097,46,1,Database Optimization,4,2025-02-28,William Rivera,Admin,System Admin,Sopheon,"Griffith, Williams and Thornton"
1098,155,2,Bug Fixing,1,2025-01-12,Ryan Rogers,Design,Graphic Designer,Revold World,Martinez-James
1099,108,3,Testing,11,2025-01-04,Susan Joseph,Admin,Office Manager,Planted,Clark and Sons
1100,53,5,UI Enhancement,5,2025-03-14,Michael Dixon,Data,Data Analyst,NBC,"Mcclure, Howard and Patterson"
1101,51,1,Bug Fixing,10,2025-02-13,Joshua Drake,Data,Data Analyst,Sopheon,"Griffith, Williams and Thornton"
1102,151,1,UI Enhancement,4,2025-03-06,David Villanueva,Design,UI Designer,Sopheon,"Griffith, Williams and Thornton"
1103,86,3,Testing,4,2025-03-06,Phillip Wright,Management,Product Owner,Planted,Clark and Sons
1104,103,2,Performance Testing,9,2025-02-13,Patrick Carlson,QA,Test Analyst,Revold World,Martinez-James
1105,171,4,Code Review,8,2025-01-11,Nicolas Alvarez,Dev,Backend Developer,SRMG,Conley and Sons
1106,84,1,UI Enhancement,10,2025-03-10,Charlotte Hinton,Admin,Office Manager,Sopheon,"Griffith, Williams and Thornton"
1107,95,5,Database Optimization,11,2025-02-28,Miguel Miller,Management,Product Owner,NBC,"Mcclure, Howard and Patterson"
1108,187,2,Code Review,4,2025-01-13,Michelle Wells,Dev,Backend Developer,Revold World,Martinez-James
1109,161,2,Database Optimization,5,2025-02-22,Brent Wheeler,QA,Test Analyst,Revold World,Martinez-James
1110,190,1,Feature Development,7,2025-01-07,Ronald Peterson,Data,Data Engineer,Sopheon,"Griffith, Williams and Thornton"
1111,141,5,Code Review,10,2025-03-05,Morgan Johnson,Dev,Software Engineer,NBC,"Mcclure, Howard and Patterson"
1112,123,2,Design Review,12,2025-01-16,Deborah Perez,QA,QA Engineer,Revold World,Martinez-James
1113,186,5,Design Review,8,2025-01-11,Jason Smith,Data,Data Engineer,NBC,"Mcclure, Howard and Patterson"
1114,88,1,Meeting,11,2025-03-28,Gabriel Mejia,Dev,Backend Developer,Sopheon,"Griffith, Williams and Thornton"
1115,11,1,Meeting,7,2025-03-04,Jason Jones,Management,Project Manager,Sopheon,"Griffith, Williams and Thornton"
1116,108,4,Security Patching,12,2025-01-17,Susan Joseph,Admin,Office Manager,SRMG,Conley and Sons
1117,78,3,Database Optimization,8,2025-03-22,Paul Stevenson,Dev,Backend Developer,Planted,Clark and Sons
1118,110,1,Design Review,12,2025-02-28,Jeffrey Payne,Dev,Frontend Developer,Sopheon,"Griffith, Williams and Thornton"
1119,168,4,Security Patching,4,2025-03-08,Chad Davidson,Dev,Backend Developer,SRMG,Conley and Sons
1120,2,5,UI Enhancement,12,2025-01-26,Makayla Conway,Dev,Frontend Developer,NBC,"Mcclure, Howard and Patterson"
1121,43,5,Database Optimization,6,2025-01-15,Mr. Jesus Lynch,Design,UI Designer,NBC,"Mcclure, Howard and Patterson"
1122,93,3,Security Patching,4,2025-03-16,Kristen Golden,Design,UI Designer,Planted,Clark and Sons
1123,78,3,Bug Fixing,6,2025-03-22,Paul Stevenson,Dev,Backend Developer,Planted,Clark and Sons
1124,79,4,Feature Development,7,2025-03-17,Mark Taylor,QA,QA Engineer,SRMG,Conley and Sons
1125,162,1,Design Review,12,2025-01-12,Mr. Ethan Doyle,Data,ML Engineer,Sopheon,"Griffith, Williams and Thornton"
1126,163,5,Meeting,9,2025-02-05,William Johnston,Design,Graphic Designer,NBC,"Mcclure, Howard and Patterson"
1127,197,4,Security Patching,4,2025-02-26,Thomas Morris,Dev,Software Engineer,SRMG,Conley and Sons
1128,96,3,Security Patching,4,2025-03-08,Amy Mccarthy,Management,Product Owner,Planted,Clark and Sons
1129,192,2,Meeting,4,2025-01-12,Justin Obrien,Management,Scrum Master,Revold World,Martinez-James
1130,168,3,Feature Development,8,2025-03-25,Chad Davidson,Dev,Backend Developer,Planted,Clark and Sons
1131,31,5,Testing,1,2025-02-04,James Schroeder,Dev,Backend Developer,NBC,"Mcclure, Howard and Patterson"
1132,147,3,Bug Fixing,1,2025-01-19,Donna Myers,Admin,System Admin,Planted,Clark and Sons
1133,46,2,Feature Development,11,2025-02-05,William Rivera,Admin,System Admin,Revold World,Martinez-James
1134,4,1,Bug Fixing,5,2025-03-07,Tracy Gonzalez,Management,Project Manager,Sopheon,"Griffith, Williams and Thornton"
1135,8,5,Code Review,8,2025-02-22,Shelly Morales,Data,Data Analyst,NBC,"Mcclure, Howard and Patterson"
1136,189,1,Design Review,12,2025-02-02,Elizabeth Boyle,QA,Automation Engineer,Sopheon,"Griffith, Williams and Thornton"
1137,32,1,Testing,6,2025-01-13,Kurt Miller,Dev,Frontend Developer,Sopheon,"Griffith, Williams and Thornton"
1138,140,4,Security Patching,12,2025-02-25,Mary Graves,QA,Test Analyst,SRMG,Conley and Sons
1139,79,1,Feature Development,11,2025-02-03,Mark Taylor,QA,QA Engineer,Sopheon,"Griffith, Williams and Thornton"
1140,12,3,UI Enhancement,5,2025-01-19,Samantha Collins,Dev,Backend Developer,Planted,Clark and Sons
1141,73,3,Testing,10,2025-02-16,Bradley Robinson,QA,QA Engineer,Planted,Clark and Sons
1142,103,4,Feature Development,10,2025-01-24,Patrick Carlson,QA,Test Analyst,SRMG,Conley and Sons
1143,177,4,Performance Testing,6,2025-03-06,Shawn Frazier,Management,Product Owner,SRMG,Conley and Sons
1144,50,5,Testing,1,2025-02-03,Michael Snow,Dev,Frontend Developer,NBC,"Mcclure, Howard and Patterson"
1145,104,3,Bug Fixing,8,2025-03-15,Timothy Murray,Admin,HR,Planted,Clark and Sons
1146,139,5,Design Review,12,2025-01-16,Benjamin Torres,QA,Test Analyst,NBC,"Mcclure, Howard and Patterson"
1147,79,1,Meeting,3,2025-03-09,Mark Taylor,QA,QA Engineer,Sopheon,"Griffith, Williams and Thornton"
1148,125,2,Code Review,9,2025-03-27,James Lynn,QA,QA Engineer,Revold World,Martinez-James
1149,170,4,Design Review,2,2025-03-07,Timothy Manning,Data,Data Engineer,SRMG,Conley and Sons
1150,173,4,Database Optimization,9,2025-01-25,Duane Smith,Design,UI Designer,SRMG,Conley and Sons
1151,23,3,Testing,2,2025-03-25,Ashley Carter,Admin,Office Manager,Planted,Clark and Sons
1152,83,3,UI Enhancement,8,2025-03-14,Patricia Beasley,Management,Project Manager,Planted,Clark and Sons
1153,102,4,Security Patching,12,2025-02-03,Edward Martin,Dev,Frontend Developer,SRMG,Conley and Sons
1154,94,5,Meeting,3,2025-03-19,Taylor Craig,Admin,System Admin,NBC,"Mcclure, Howard and Patterson"
1155,177,4,Security Patching,4,2025-01-27,Shawn Frazier,Management,Product Owner,SRMG,Conley and Sons
1156,117,1,UI Enhancement,6,2025-03-21,Sarah Miller,Data,Data Analyst,Sopheon,"Griffith, Williams and Thornton"
1157,10,2,Testing,5,2025-03-13,Meagan Garza,Management,Project Manager,Revold World,Martinez-James
1158,34,3,UI Enhancement,7,2025-02-17,Justin Ward,QA,Test Analyst,Planted,Clark and Sons
1159,35,1,Performance Testing,11,2025-03-26,Deborah Davis,Data,ML Engineer,Sopheon,"Griffith, Williams and Thornton"
1160,146,3,UI Enhancement,8,2025-01-08,Monique Burgess,Dev,Frontend Developer,Planted,Clark and Sons
1161,172,1,UI Enhancement,5,2025-01-19,Jessica Morris,Dev,Software Engineer,Sopheon,"Griffith, Williams and Thornton"
1162,12,4,Security Patching,1,2025-02-17,Samantha Collins,Dev,Backend Developer,SRMG,Conley and Sons
1163,130,3,UI Enhancement,12,2025-01-23,Ryan Campbell,Management,Project Manager,Planted,Clark and Sons
1164,56,5,Meeting,5,2025-03-09,Caleb Brown,QA,Automation Engineer,NBC,"Mcclure, Howard and Patterson"
1165,65,3,Design Review,11,2025-01-16,Jon Wise,Admin,System Admin,Planted,Clark and Sons
1166,161,1,Meeting,9,2025-01-08,Brent Wheeler,QA,Test Analyst,Sopheon,"Griffith, Williams and Thornton"
1167,13,1,Design Review,1,2025-01-31,Pam Bright,Admin,Office Manager,Sopheon,"Griffith, Williams and Thornton"
1168,21,1,Database Optimization,5,2025-02-11,Victor Gamble,Admin,Office Manager,Sopheon,"Griffith, Williams and Thornton"
1169,41,3,Testing,6,2025-02-27,Christopher Herring,Management,Scrum Master,Planted,Clark and Sons
1170,74,3,Database Optimization,2,2025-01-15,Miranda Schmidt,QA,Test Analyst,Planted,Clark and Sons
1171,82,2,Security Patching,3,2025-01-22,Sharon Graham,Management,Product Owner,Revold World,Martinez-James
1172,174,2,Bug Fixing,5,2025-02-22,Michael Perez,Dev,Software Engineer,Revold World,Martinez-James
1173,178,5,Testing,3,2025-03-02,Robert Pena,Data,Data Analyst,NBC,"Mcclure, Howard and Patterson"
1174,35,1,UI Enhancement,11,2025-03-09,Deborah Davis,Data,ML Engineer,Sopheon,"Griffith, Williams and Thornton"
1175,2,5,Bug Fixing,9,2025-03-14,Makayla Conway,Dev,Frontend Developer,NBC,"Mcclure, Howard and Patterson"
1176,96,2,Security Patching,10,2025-02-28,Amy Mccarthy,Management,Product Owner,Revold World,Martinez-James
1177,188,1,Performance Testing,6,2025-02-19,Michael Kline,Management,Project Manager,Sopheon,"Griffith, Williams and Thornton"
1178,82,4,Meeting,12,2025-02-15,Sharon Graham,Management,Product Owner,SRMG,Conley and Sons
1179,163,3,UI Enhancement,9,2025-01-16,William Johnston,Design,Graphic Designer,Planted,Clark and Sons
1180,110,3,Design Review,11,2025-03-19,Jeffrey Payne,Dev,Frontend Developer,Planted,Clark and Sons
1181,46,3,Design Review,10,2025-02-04,William Rivera,Admin,System Admin,Planted,Clark and Sons
1182,118,5,Feature Development,4,2025-03-28,Charles Wong,QA,QA Engineer,NBC,"Mcclure, Howard and Patterson"
1183,166,3,Performance Testing,2,2025-02-21,Marissa Pope,Management,Project Manager,Planted,Clark and Sons
1184,193,5,Design Review,1,2025-02-08,Margaret Hernandez,Dev,Backend Developer,NBC,"Mcclure, Howard and Patterson"
1185,171,2,Bug Fixing,6,2025-03-19,Nicolas Alvarez,Dev,Backend Developer,Revold World,Martinez-James
1186,63,1,Meeting,11,2025-03-11,Jason Jones,Design,UI Designer,Sopheon,"Griffith, Williams and Thornton"
1187,60,4,Testing,12,2025-01-09,Abigail Johnson,Design,UI Designer,SRMG,Conley and Sons
1188,5,2,Feature Development,7,2025-03-03,Kristen Smith,QA,Test Analyst,Revold World,Martinez-James
1189,34,3,Code Review,9,2025-01-15,Justin Ward,QA,Test Analyst,Planted,Clark and Sons
1190,116,3,UI Enhancement,2,2025-03-22,Bruce Fowler,Admin,HR,Planted,Clark and Sons
1191,199,5,Meeting,2,2025-01-14,Matthew Green,QA,Automation Engineer,NBC,"Mcclure, Howard and Patterson"
1192,189,4,Meeting,5,2025-02-18,Elizabeth Boyle,QA,Automation Engineer,SRMG,Conley and Sons
1193,28,4,Meeting,2,2025-02-25,Sherry Velazquez,Design,Graphic Designer,SRMG,Conley and Sons
1194,20,3,Bug Fixing,12,2025-02-03,Melissa Avery,Design,UX Designer,Planted,Clark and Sons
1195,30,1,Design Review,1,2025-01-21,Dawn Henry,Admin,HR,Sopheon,"Griffith, Williams and Thornton"
1196,190,5,Testing,6,2025-02-27,Ronald Peterson,Data,Data Engineer,NBC,"Mcclure, Howard and Patterson"
1197,66,4,Database Optimization,12,2025-01-30,David Mitchell,Design,UI Designer,SRMG,Conley and Sons
1198,168,2,Database Optimization,12,2025-01-14,Chad Davidson,Dev,Backend Developer,Revold World,Martinez-James
1199,1,3,Performance Testing,8,2025-03-12,Tina Olson,QA,Test Analyst,Planted,Clark and Sons
1200,155,5,UI Enhancement,8,2025-01-06,Ryan Rogers,Design,Graphic Designer,NBC,"Mcclure, Howard and Patterson"
1201,184,3,UI Enhancement,11,2025-03-08,Sandra Williams,Admin,System Admin,Planted,Clark and Sons
1202,158,1,Database Optimization,4,2025-01-16,Kristen Green,QA,Automation Engineer,Sopheon,"Griffith, Williams and Thornton"
1203,133,4,Testing,11,2025-02-08,David Graham,Data,ML Engineer,SRMG,Conley and Sons
1204,87,4,Feature Development,12,2025-01-20,Andrew Hughes,Data,Data Analyst,SRMG,Conley and Sons
1205,18,2,Code Review,6,2025-01-30,Allison Barnett,Management,Product Owner,Revold World,Martinez-James
1206,12,4,Feature Development,7,2025-01-17,Samantha Collins,Dev,Backend Developer,SRMG,Conley and Sons
1207,138,3,UI Enhancement,4,2025-01-10,Casey Hicks,Design,UI Designer,Planted,Clark and Sons
1208,196,3,Security Patching,7,2025-02-05,David Ryan,QA,Automation Engineer,Planted,Clark and Sons
1209,40,3,Security Patching,12,2025-03-22,Virginia Sullivan,Data,Data Analyst,Planted,Clark and Sons
1210,54,4,Bug Fixing,6,2025-02-22,Jimmy Riley,QA,QA Engineer,SRMG,Conley and Sons
1211,8,2,Testing,10,2025-03-27,Shelly Morales,Data,Data Analyst,Revold World,Martinez-James
1212,124,1,Meeting,3,2025-02-03,Christina Cooper,Admin,Office Manager,Sopheon,"Griffith, Williams and Thornton"
1213,60,4,Performance Testing,10,2025-02-04,Abigail Johnson,Design,UI Designer,SRMG,Conley and Sons
1214,152,5,UI Enhancement,2,2025-01-11,Jennifer Stevens,Admin,HR,NBC,"Mcclure, Howard and Patterson"
1215,133,3,Design Review,1,2025-01-14,David Graham,Data,ML Engineer,Planted,Clark and Sons
1216,84,3,Feature Development,10,2025-01-02,Charlotte Hinton,Admin,Office Manager,Planted,Clark and Sons
1217,92,3,Testing,7,2025-01-18,Michael Morales,Design,UI Designer,Planted,Clark and Sons
1218,155,1,Security Patching,6,2025-01-15,Ryan Rogers,Design,Graphic Designer,Sopheon,"Griffith, Williams and Thornton"
1219,179,1,Code Review,7,2025-03-06,Jonathan Flowers,Admin,System Admin,Sopheon,"Griffith, Williams and Thornton"
1220,13,4,Bug Fixing,9,2025-01-15,Pam Bright,Admin,Office Manager,SRMG,Conley and Sons
1221,90,4,Feature Development,5,2025-03-24,Scott Arellano,Management,Scrum Master,SRMG,Conley and Sons
1222,141,5,Feature Development,8,2025-01-14,Morgan Johnson,Dev,Software Engineer,NBC,"Mcclure, Howard and Patterson"
1223,58,5,Design Review,7,2025-02-16,Monique Kennedy,Data,ML Engineer,NBC,"Mcclure, Howard and Patterson"
1224,3,4,Bug Fixing,7,2025-03-09,Leslie Kemp,Dev,Frontend Developer,SRMG,Conley and Sons
1225,27,1,Performance Testing,4,2025-03-20,Sara Young,Data,Data Engineer,Sopheon,"Griffith, Williams and Thornton"
1226,33,4,Security Patching,4,2025-01-08,Gloria Robinson,Design,UI Designer,SRMG,Conley and Sons
1227,127,2,UI Enhancement,10,2025-02-06,Sarah Cole,Admin,System Admin,Revold World,Martinez-James
